theta_cs, phi_cs, theta_prime, phi_prime
1.67728,1.681,2.34043,2.54166
1.67804,1.681,2.34376,2.54733
1.67881,1.681,2.34707,2.55305
1.67957,1.681,2.34921,2.55645
1.68034,1.681,2.35285,2.56287
1.68111,1.681,2.35533,2.56701
1.68187,1.681,2.35885,2.57328
1.68264,1.681,2.36157,2.57796
1.68341,1.681,2.36434,2.58274
1.68417,1.681,2.36727,2.58794
1.68494,1.681,2.36952,2.59177
1.6857,1.681,2.3728,2.59772
1.68647,1.681,2.37551,2.60256
1.68724,1.681,2.37804,2.60704
1.688,1.681,2.38136,2.61324
1.68877,1.681,2.38345,2.61684
1.68953,1.681,2.3864,2.6223
1.6903,1.681,2.38863,2.62625
1.69107,1.681,2.39184,2.63234
1.69183,1.681,2.3943,2.63685
1.6926,1.681,2.39725,2.64244
1.69336,1.681,2.39972,2.64703
1.69413,1.681,2.40179,2.6508
1.6949,1.681,2.40439,2.65574
1.69566,1.681,2.40766,2.66222
1.69643,1.681,2.40986,2.66631
1.69719,1.681,2.41264,2.67176
1.69796,1.681,2.41422,2.67453
1.69873,1.681,2.41744,2.681
1.69949,1.681,2.4196,2.68517
1.70026,1.681,2.42256,2.69116
1.70102,1.681,2.42492,2.69603
1.70179,1.681,2.42667,2.69914
1.70256,1.681,2.42949,2.70486
1.70332,1.681,2.43149,2.70878
1.70409,1.681,2.4337,2.71319
1.70485,1.681,2.4363,2.71856
1.70562,1.681,2.43812,2.72209
1.70639,1.681,2.4404,2.72674
1.70715,1.681,2.4435,2.73342
1.70792,1.681,2.44535,2.73709
1.70868,1.681,2.44704,2.74043
1.70945,1.681,2.44949,2.74563
1.71022,1.681,2.45155,2.74989
1.71098,1.681,2.45407,2.75533
1.71175,1.681,2.45608,2.75954
1.71252,1.681,2.45871,2.76529
1.71328,1.681,2.46076,2.76968
1.71405,1.681,2.46211,2.77228
1.71481,1.681,2.46448,2.77749
1.71558,1.681,2.4665,2.78185
1.71635,1.681,2.4688,2.78695
1.71711,1.681,2.47135,2.79271
1.71788,1.681,2.47329,2.79697
1.71864,1.681,2.4756,2.80222
1.71941,1.681,2.47766,2.80682
1.72018,1.681,2.47954,2.81095
1.72094,1.681,2.48145,2.81523
1.72171,1.681,2.48349,2.81985
1.72247,1.681,2.4855,2.82443
1.72324,1.681,2.48739,2.82872
1.72401,1.681,2.48973,2.83424
1.57079,1.68251,1.57078,1.6825
1.57156,1.68251,1.57856,1.6895
1.57233,1.68251,1.58637,1.69653
1.57309,1.68251,1.59411,1.70352
1.57386,1.68251,1.60185,1.71059
1.57463,1.68251,1.60964,1.71761
1.57539,1.68251,1.61733,1.72445
1.57616,1.68251,1.62504,1.73146
1.57692,1.68251,1.63281,1.73838
1.57769,1.68251,1.6404,1.74533
1.57846,1.68251,1.64817,1.75234
1.57922,1.68251,1.65583,1.75933
1.57999,1.68251,1.66351,1.7663
1.58075,1.68251,1.67118,1.77325
1.58152,1.68251,1.67859,1.78001
1.58229,1.68251,1.68651,1.78729
1.58305,1.68251,1.69403,1.7941
1.58382,1.68251,1.70166,1.80108
1.58458,1.68251,1.70916,1.80797
1.58535,1.68251,1.71677,1.81504
1.58612,1.68251,1.72388,1.82145
1.58688,1.68251,1.73158,1.8286
1.58765,1.68251,1.7386,1.83504
1.58841,1.68251,1.74648,1.8424
1.58918,1.68251,1.75388,1.8493
1.58995,1.68251,1.76104,1.8559
1.59071,1.68251,1.76809,1.86245
1.59148,1.68251,1.77572,1.86966
1.59224,1.68251,1.78275,1.87622
1.59301,1.68251,1.79003,1.8831
1.59378,1.68251,1.79749,1.89017
1.59454,1.68251,1.80471,1.89702
1.59531,1.68251,1.81173,1.90361
1.59607,1.68251,1.81851,1.9101
1.59684,1.68251,1.82538,1.91664
1.59761,1.68251,1.83252,1.92351
1.59837,1.68251,1.83997,1.93072
1.59914,1.68251,1.84632,1.93682
1.59991,1.68251,1.85352,1.94386
1.60067,1.68251,1.86046,1.95057
1.60144,1.68251,1.86666,1.95659
1.6022,1.68251,1.8736,1.96342
1.60297,1.68251,1.88087,1.97063
1.60374,1.68251,1.88722,1.97688
1.6045,1.68251,1.89431,1.98396
1.60527,1.68251,1.90056,1.99017
1.60603,1.68251,1.90745,1.99711
1.6068,1.68251,1.91402,2.00375
1.60757,1.68251,1.92052,2.01034
1.60833,1.68251,1.92721,2.01718
1.6091,1.68251,1.93361,2.02375
1.60986,1.68251,1.93985,2.03004
1.61063,1.68251,1.94604,2.03641
1.6114,1.68251,1.95201,2.04252
1.61216,1.68251,1.95804,2.04879
1.61293,1.68251,1.96469,2.05581
1.61369,1.68251,1.97002,2.06128
1.61446,1.68251,1.97674,2.06844
1.61523,1.68251,1.98241,2.07439
1.61599,1.68251,1.98894,2.08144
1.61676,1.68251,1.99376,2.08643
1.61752,1.68251,2.0007,2.094
1.61829,1.68251,2.00636,2.10012
1.61906,1.68251,2.0115,2.10561
1.61982,1.68251,2.01825,2.11308
1.62059,1.68251,2.02374,2.11911
1.62135,1.68251,2.02933,2.12524
1.62212,1.68251,2.03486,2.13136
1.62289,1.68251,2.0398,2.13679
1.62365,1.68251,2.04641,2.14435
1.62442,1.68251,2.05174,2.15033
1.62518,1.68251,2.05727,2.15664
1.62595,1.68251,2.06236,2.16236
1.62672,1.68251,2.06776,2.16854
1.62748,1.68251,2.07278,2.17431
1.62825,1.68251,2.07875,2.1813
1.62902,1.68251,2.08346,2.18669
1.62978,1.68251,2.08832,2.19233
1.63055,1.68251,2.09369,2.19867
1.63131,1.68251,2.09893,2.20492
1.63208,1.68251,2.10391,2.21081
1.63285,1.68251,2.10916,2.21719
1.63361,1.68251,2.11438,2.2235
1.63438,1.68251,2.11825,2.22798
1.63514,1.68251,2.12339,2.23427
1.63591,1.68251,2.12827,2.24023
1.63668,1.68251,2.1327,2.24563
1.63744,1.68251,2.13802,2.25229
1.63821,1.68251,2.14245,2.25775
1.63897,1.68251,2.1471,2.26357
1.63974,1.68251,2.15151,2.26908
1.64051,1.68251,2.15697,2.27615
1.64127,1.68251,2.16051,2.28047
1.64204,1.68251,2.16571,2.28723
1.6428,1.68251,2.17009,2.29282
1.64357,1.68251,2.17458,2.29865
1.64434,1.68251,2.17929,2.30487
1.6451,1.68251,2.18307,2.30969
1.64587,1.68251,2.18822,2.31663
1.64663,1.68251,2.19189,2.32191
1.6474,1.68251,2.19645,2.32752
1.64817,1.68251,2.20022,2.33248
1.64893,1.68251,2.20504,2.3391
1.6497,1.68251,2.20913,2.34461
1.65046,1.68251,2.21298,2.34982
1.65123,1.68251,2.21668,2.35483
1.652,1.68251,2.22037,2.35984
1.65276,1.68251,2.22456,2.36569
1.65353,1.68251,2.22929,2.37241
1.65429,1.68251,2.23243,2.37669
1.65506,1.68251,2.23614,2.38188
1.65583,1.68251,2.24022,2.3877
1.65659,1.68251,2.2446,2.3941
1.65736,1.68251,2.24747,2.39799
1.65813,1.68251,2.25198,2.40463
1.65889,1.68251,2.25591,2.41038
1.65966,1.68251,2.25957,2.4157
1.66042,1.68251,2.26247,2.4198
1.66119,1.68251,2.26667,2.42613
1.66196,1.68251,2.26997,2.43095
1.66272,1.68251,2.27409,2.43719
1.66349,1.68251,2.27675,2.441
1.66425,1.68251,2.2803,2.44636
1.66502,1.68251,2.28433,2.45261
1.66579,1.68251,2.28841,2.45898
1.66655,1.68251,2.29155,2.46372
1.66732,1.68251,2.2949,2.46888
1.66808,1.68251,2.29829,2.47413
1.66885,1.68251,2.30174,2.47958
1.66962,1.68251,2.30456,2.48388
1.67038,1.68251,2.30884,2.49087
1.67115,1.68251,2.31171,2.49536
1.67191,1.68251,2.31514,2.50093
1.67268,1.68251,2.31769,2.50481
1.67345,1.68251,2.32122,2.51057
1.67421,1.68251,2.3235,2.51407
1.67498,1.68251,2.32651,2.51894
1.67574,1.68251,2.33066,2.52602
1.67651,1.68251,2.33359,2.53083
1.67728,1.68251,2.33611,2.53485
1.67804,1.68251,2.3391,2.53982
1.67881,1.68251,2.34271,2.54604
1.67957,1.68251,2.34511,2.54993
1.68034,1.68251,2.34872,2.55622
1.68111,1.68251,2.35074,2.5594
1.68187,1.68251,2.35434,2.56578
1.68264,1.68251,2.35732,2.57094
1.68341,1.68251,2.35989,2.5753
1.68417,1.68251,2.36248,2.57974
1.68494,1.68251,2.36612,2.58639
1.6857,1.68251,2.36822,2.58984
1.68647,1.68251,2.37111,2.595
1.68724,1.68251,2.37427,2.60071
1.688,1.68251,2.37626,2.60406
1.68877,1.68251,2.37942,2.60987
1.68953,1.68251,2.38255,2.6157
1.6903,1.68251,2.38483,2.61968
1.69107,1.68251,2.38752,2.6246
1.69183,1.68251,2.38982,2.62876
1.6926,1.68251,2.39299,2.63475
1.69336,1.68251,2.39569,2.6398
1.69413,1.68251,2.3982,2.64449
1.6949,1.68251,2.4004,2.6485
1.69566,1.68251,2.40287,2.65313
1.69643,1.68251,2.40605,2.65933
1.69719,1.68251,2.40844,2.6639
1.69796,1.68251,2.41094,2.66869
1.69873,1.68251,2.41335,2.6733
1.69949,1.68251,2.4162,2.67891
1.70026,1.68251,2.41846,2.6833
1.70102,1.68251,2.42063,2.68749
1.70179,1.68251,2.42352,2.69338
1.70256,1.68251,2.4252,2.69645
1.70332,1.68251,2.4279,2.70199
1.70409,1.68251,2.42997,2.70595
1.70485,1.68251,2.43231,2.71064
1.70562,1.68251,2.43455,2.71513
1.70639,1.68251,2.43741,2.72118
1.70715,1.68251,2.4391,2.72438
1.70792,1.68251,2.4413,2.72884
1.70868,1.68251,2.44348,2.73331
1.70945,1.68251,2.44619,2.73908
1.71022,1.68251,2.44863,2.74428
1.71098,1.68251,2.45059,2.74827
1.71175,1.68251,2.45246,2.7521
1.71252,1.68251,2.4551,2.75784
1.71328,1.68251,2.4567,2.76101
1.71405,1.68251,2.45892,2.76579
1.71481,1.68251,2.46106,2.77036
1.71558,1.68251,2.46337,2.77543
1.71635,1.68251,2.4657,2.78053
1.71711,1.68251,2.46708,2.78329
1.71788,1.68251,2.46939,2.78841
1.71864,1.68251,2.47181,2.79386
1.71941,1.68251,2.47393,2.79858
1.72018,1.68251,2.47551,2.80191
1.72094,1.68251,2.47785,2.80726
1.72171,1.68251,2.47997,2.81204
1.72247,1.68251,2.48223,2.81723
1.72324,1.68251,2.48358,2.82006
1.72401,1.68251,2.48533,2.82394
1.57079,1.68402,1.57078,1.68401
1.57156,1.68402,1.57845,1.69088
1.57233,1.68402,1.58615,1.69785
1.57309,1.68402,1.59383,1.70471
1.57386,1.68402,1.60151,1.71165
1.57463,1.68402,1.60915,1.71858
1.57539,1.68402,1.6168,1.72549
1.57616,1.68402,1.62445,1.73236
1.57692,1.68402,1.632,1.73917
1.57769,1.68402,1.63967,1.74616
1.57846,1.68402,1.64724,1.75298
1.57922,1.68402,1.6549,1.75995
1.57999,1.68402,1.66248,1.76683
1.58075,1.68402,1.66996,1.77354
1.58152,1.68402,1.6773,1.7802
1.58229,1.68402,1.68509,1.78733
1.58305,1.68402,1.6924,1.79396
1.58382,1.68402,1.70013,1.80108
1.58458,1.68402,1.70746,1.80775
1.58535,1.68402,1.7149,1.81455
1.58612,1.68402,1.72243,1.82147
1.58688,1.68402,1.72978,1.82824
1.58765,1.68402,1.73717,1.83498
1.58841,1.68402,1.74445,1.84176
1.58918,1.68402,1.75161,1.84841
1.58995,1.68402,1.75856,1.85484
1.59071,1.68402,1.76631,1.86211
1.59148,1.68402,1.77353,1.86887
1.59224,1.68402,1.78064,1.87555
1.59301,1.68402,1.78787,1.88232
1.59378,1.68402,1.79455,1.88855
1.59454,1.68402,1.80183,1.89546
1.59531,1.68402,1.80862,1.90188
1.59607,1.68402,1.81583,1.90876
1.59684,1.68402,1.82292,1.91554
1.59761,1.68402,1.82988,1.92221
1.59837,1.68402,1.83702,1.92908
1.59914,1.68402,1.84384,1.93569
1.59991,1.68402,1.85064,1.94221
1.60067,1.68402,1.85704,1.94837
1.60144,1.68402,1.86379,1.95497
1.6022,1.68402,1.87106,1.96217
1.60297,1.68402,1.87755,1.96849
1.60374,1.68402,1.88365,1.97445
1.6045,1.68402,1.89066,1.98145
1.60527,1.68402,1.89696,1.98767
1.60603,1.68402,1.90339,1.99409
1.6068,1.68402,1.91034,2.00113
1.60757,1.68402,1.91669,2.00747
1.60833,1.68402,1.92367,2.01467
1.6091,1.68402,1.92947,2.02047
1.60986,1.68402,1.93565,2.02674
1.61063,1.68402,1.94232,2.03359
1.6114,1.68402,1.94836,2.03982
1.61216,1.68402,1.95407,2.04568
1.61293,1.68402,1.96045,2.05236
1.61369,1.68402,1.96656,2.05873
1.61446,1.68402,1.97227,2.06467
1.61523,1.68402,1.97815,2.07086
1.61599,1.68402,1.98388,2.07689
1.61676,1.68402,1.99,2.08343
1.61752,1.68402,1.99659,2.0906
1.61829,1.68402,2.00214,2.09649
1.61906,1.68402,2.00828,2.10317
1.61982,1.68402,2.01381,2.10916
1.62059,1.68402,2.01863,2.11432
1.62135,1.68402,2.02487,2.12123
1.62212,1.68402,2.0302,2.12707
1.62289,1.68402,2.03599,2.13355
1.62365,1.68402,2.04199,2.14032
1.62442,1.68402,2.04712,2.14599
1.62518,1.68402,2.05253,2.15208
1.62595,1.68402,2.0583,2.15867
1.62672,1.68402,2.06315,2.16411
1.62748,1.68402,2.06878,2.17061
1.62825,1.68402,2.07407,2.17678
1.62902,1.68402,2.07929,2.18274
1.62978,1.68402,2.08435,2.18862
1.63055,1.68402,2.08867,2.19354
1.63131,1.68402,2.09418,2.20008
1.63208,1.68402,2.09874,2.20538
1.63285,1.68402,2.1044,2.21224
1.63361,1.68402,2.1088,2.21738
1.63438,1.68402,2.11423,2.22396
1.63514,1.68402,2.11898,2.22972
1.63591,1.68402,2.12431,2.23628
1.63668,1.68402,2.12847,2.24126
1.63744,1.68402,2.13312,2.24697
1.63821,1.68402,2.13848,2.2537
1.63897,1.68402,2.14287,2.25912
1.63974,1.68402,2.14737,2.2647
1.64051,1.68402,2.15202,2.27054
1.64127,1.68402,2.15692,2.27686
1.64204,1.68402,2.16142,2.28254
1.6428,1.68402,2.16495,2.28685
1.64357,1.68402,2.16989,2.29329
1.64434,1.68402,2.17399,2.29853
1.6451,1.68402,2.17819,2.30397
1.64587,1.68402,2.18252,2.30963
1.64663,1.68402,2.1876,2.31643
1.6474,1.68402,2.19161,2.32174
1.64817,1.68402,2.19549,2.32682
1.64893,1.68402,2.2006,2.33377
1.6497,1.68402,2.20443,2.33889
1.65046,1.68402,2.20848,2.34438
1.65123,1.68402,2.21275,2.35021
1.652,1.68402,2.2168,2.35574
1.65276,1.68402,2.22056,2.36083
1.65353,1.68402,2.22384,2.36529
1.65429,1.68402,2.22767,2.3706
1.65506,1.68402,2.23254,2.37759
1.65583,1.68402,2.23631,2.38293
1.65659,1.68402,2.2398,2.38774
1.65736,1.68402,2.24372,2.39339
1.65813,1.68402,2.2471,2.39811
1.65889,1.68402,2.25047,2.40288
1.65966,1.68402,2.25473,2.40917
1.66042,1.68402,2.25849,2.41464
1.66119,1.68402,2.26248,2.42056
1.66196,1.68402,2.26567,2.42515
1.66272,1.68402,2.26924,2.43043
1.66349,1.68402,2.27255,2.43532
1.66425,1.68402,2.27696,2.44211
1.66502,1.68402,2.27984,2.44633
1.66579,1.68402,2.28377,2.45235
1.66655,1.68402,2.28628,2.45597
1.66732,1.68402,2.29032,2.46231
1.66808,1.68402,2.29386,2.46776
1.66885,1.68402,2.2976,2.47364
1.66962,1.68402,2.30059,2.47825
1.67038,1.68402,2.30361,2.48289
1.67115,1.68402,2.30738,2.48898
1.67191,1.68402,2.30994,2.49286
1.67268,1.68402,2.31375,2.49904
1.67345,1.68402,2.31696,2.50418
1.67421,1.68402,2.31991,2.50888
1.67498,1.68402,2.32322,2.51426
1.67574,1.68402,2.32635,2.51941
1.67651,1.68402,2.32889,2.52339
1.67728,1.68402,2.33247,2.52942
1.67804,1.68402,2.33488,2.53323
1.67881,1.68402,2.33874,2.53988
1.67957,1.68402,2.34147,2.54437
1.68034,1.68402,2.34435,2.54916
1.68111,1.68402,2.34737,2.55431
1.68187,1.68402,2.34958,2.55786
1.68264,1.68402,2.35253,2.56291
1.68341,1.68402,2.35568,2.56839
1.68417,1.68402,2.35877,2.57377
1.68494,1.68402,2.36189,2.57925
1.6857,1.68402,2.36482,2.5844
1.68647,1.68402,2.36744,2.58899
1.68724,1.68402,2.36943,2.59227
1.688,1.68402,2.37268,2.59817
1.68877,1.68402,2.3751,2.60238
1.68953,1.68402,2.37854,2.60877
1.6903,1.68402,2.38063,2.61237
1.69107,1.68402,2.38362,2.61787
1.69183,1.68402,2.3859,2.62192
1.6926,1.68402,2.38896,2.62765
1.69336,1.68402,2.39177,2.63291
1.69413,1.68402,2.39454,2.63804
1.6949,1.68402,2.39619,2.64086
1.69566,1.68402,2.39933,2.64691
1.69643,1.68402,2.40175,2.65143
1.69719,1.68402,2.40448,2.65665
1.69796,1.68402,2.40727,2.66202
1.69873,1.68402,2.40957,2.66638
1.69949,1.68402,2.41174,2.67043
1.70026,1.68402,2.41433,2.6755
1.70102,1.68402,2.41637,2.67931
1.70179,1.68402,2.41899,2.68447
1.70256,1.68402,2.42105,2.68839
1.70332,1.68402,2.4238,2.69393
1.70409,1.68402,2.42662,2.69971
1.70485,1.68402,2.42871,2.7042
1.70562,1.68402,2.43095,2.70822
1.70639,1.68402,2.43309,2.71244
1.70715,1.68402,2.4353,2.71686
1.70792,1.68402,2.4382,2.72297
1.70868,1.68402,2.43992,2.72628
1.70945,1.68402,2.44244,2.73155
1.71022,1.68402,2.44469,2.7362
1.71098,1.68402,2.44684,2.74061
1.71175,1.68402,2.44899,2.74508
1.71252,1.68402,2.45156,2.75061
1.71328,1.68402,2.45323,2.75394
1.71405,1.68402,2.45574,2.75937
1.71481,1.68402,2.45772,2.76351
1.71558,1.68402,2.45995,2.76834
1.71635,1.68402,2.46158,2.77163
1.71711,1.68402,2.46429,2.77771
1.71788,1.68402,2.46572,2.78054
1.71864,1.68402,2.46797,2.78551
1.71941,1.68402,2.4703,2.79072
1.72018,1.68402,2.47211,2.79459
1.72094,1.68402,2.47405,2.79883
1.72171,1.68402,2.47628,2.80386
1.72247,1.68402,2.47812,2.80791
1.72324,1.68402,2.48029,2.81282
1.72401,1.68402,2.48203,2.81664
1.57079,1.68553,1.57078,1.68552
1.57156,1.68553,1.57839,1.69236
1.57233,1.68553,1.58596,1.69916
1.57309,1.68553,1.59355,1.70599
1.57386,1.68553,1.60113,1.71281
1.57463,1.68553,1.6087,1.71959
1.57539,1.68553,1.61623,1.72639
1.57616,1.68553,1.62379,1.73316
1.57692,1.68553,1.63136,1.74005
1.57769,1.68553,1.63885,1.74679
1.57846,1.68553,1.64632,1.75352
1.57922,1.68553,1.65385,1.76036
1.57999,1.68553,1.66135,1.76714
1.58075,1.68553,1.66882,1.77387
1.58152,1.68553,1.67633,1.78072
1.58229,1.68553,1.6838,1.7875
1.58305,1.68553,1.69122,1.79422
1.58382,1.68553,1.69834,1.80073
1.58458,1.68553,1.70601,1.8078
1.58535,1.68553,1.71334,1.8145
1.58612,1.68553,1.72043,1.82095
1.58688,1.68553,1.72791,1.82783
1.58765,1.68553,1.73523,1.83462
1.58841,1.68553,1.74248,1.84132
1.58918,1.68553,1.74955,1.84785
1.58995,1.68553,1.75679,1.85452
1.59071,1.68553,1.76391,1.86114
1.59148,1.68553,1.77123,1.86795
1.59224,1.68553,1.77805,1.87433
1.59301,1.68553,1.78535,1.8812
1.59378,1.68553,1.79247,1.88785
1.59454,1.68553,1.79936,1.89437
1.59531,1.68553,1.80649,1.90115
1.59607,1.68553,1.81337,1.90766
1.59684,1.68553,1.82039,1.9143
1.59761,1.68553,1.82709,1.92071
1.59837,1.68553,1.83409,1.92742
1.59914,1.68553,1.84081,1.93391
1.59991,1.68553,1.84705,1.93986
1.60067,1.68553,1.85429,1.94693
1.60144,1.68553,1.86073,1.95314
1.6022,1.68553,1.86758,1.95988
1.60297,1.68553,1.87378,1.96586
1.60374,1.68553,1.88034,1.97232
1.6045,1.68553,1.8875,1.97945
1.60527,1.68553,1.89402,1.98593
1.60603,1.68553,1.90053,1.99239
1.6068,1.68553,1.90686,1.9987
1.60757,1.68553,1.91365,2.00558
1.60833,1.68553,1.91901,2.01086
1.6091,1.68553,1.926,2.018
1.60986,1.68553,1.93188,2.02396
1.61063,1.68553,1.93865,2.03094
1.6114,1.68553,1.94395,2.03625
1.61216,1.68553,1.95002,2.0425
1.61293,1.68553,1.95626,2.04896
1.61369,1.68553,1.96297,2.05599
1.61446,1.68553,1.96907,2.0623
1.61523,1.68553,1.97482,2.06843
1.61599,1.68553,1.98056,2.07447
1.61676,1.68553,1.9867,2.081
1.61752,1.68553,1.99194,2.08648
1.61829,1.68553,1.99803,2.09307
1.61906,1.68553,2.0034,2.09878
1.61982,1.68553,2.00913,2.10496
1.62059,1.68553,2.01445,2.11069
1.62135,1.68553,2.02,2.11675
1.62212,1.68553,2.02589,2.12325
1.62289,1.68553,2.03209,2.13015
1.62365,1.68553,2.03743,2.13608
1.62442,1.68553,2.04313,2.14245
1.62518,1.68553,2.04834,2.14822
1.62595,1.68553,2.05339,2.15391
1.62672,1.68553,2.05925,2.16058
1.62748,1.68553,2.06476,2.16683
1.62825,1.68553,2.06992,2.17283
1.62902,1.68553,2.07482,2.17848
1.62978,1.68553,2.0798,2.18415
1.63055,1.68553,2.08466,2.18977
1.63131,1.68553,2.09008,2.19616
1.63208,1.68553,2.09441,2.20113
1.63285,1.68553,2.1003,2.20832
1.63361,1.68553,2.105,2.21376
1.63438,1.68553,2.10926,2.21875
1.63514,1.68553,2.1146,2.22525
1.63591,1.68553,2.11939,2.23104
1.63668,1.68553,2.12396,2.23654
1.63744,1.68553,2.12833,2.2418
1.63821,1.68553,2.13371,2.24849
1.63897,1.68553,2.13861,2.25462
1.63974,1.68553,2.14254,2.25938
1.64051,1.68553,2.14743,2.26554
1.64127,1.68553,2.15183,2.27101
1.64204,1.68553,2.15618,2.27649
1.6428,1.68553,2.16131,2.28316
1.64357,1.68553,2.16529,2.2881
1.64434,1.68553,2.16955,2.29354
1.6451,1.68553,2.17438,2.29984
1.64587,1.68553,2.178,2.30443
1.64663,1.68553,2.18323,2.31143
1.6474,1.68553,2.18745,2.31696
1.64817,1.68553,2.19175,2.32265
1.64893,1.68553,2.19599,2.32846
1.6497,1.68553,2.19928,2.33253
1.65046,1.68553,2.20413,2.33915
1.65123,1.68553,2.20822,2.34467
1.652,1.68553,2.21153,2.34906
1.65276,1.68553,2.21544,2.35438
1.65353,1.68553,2.21942,2.35983
1.65429,1.68553,2.22377,2.36593
1.65506,1.68553,2.22771,2.3714
1.65583,1.68553,2.23142,2.37653
1.65659,1.68553,2.23532,2.382
1.65736,1.68553,2.23837,2.38619
1.65813,1.68553,2.24277,2.39255
1.65889,1.68553,2.24664,2.39811
1.65966,1.68553,2.25044,2.40357
1.66042,1.68553,2.25415,2.40894
1.66119,1.68553,2.25801,2.41457
1.66196,1.68553,2.26081,2.4185
1.66272,1.68553,2.26513,2.42498
1.66349,1.68553,2.26851,2.42994
1.66425,1.68553,2.27211,2.4353
1.66502,1.68553,2.27564,2.44058
1.66579,1.68553,2.27906,2.44569
1.66655,1.68553,2.28262,2.45111
1.66732,1.68553,2.28643,2.45705
1.66808,1.68553,2.28915,2.46098
1.66885,1.68553,2.29261,2.4663
1.66962,1.68553,2.29571,2.47103
1.67038,1.68553,2.29942,2.47687
1.67115,1.68553,2.30223,2.48114
1.67191,1.68553,2.30564,2.48654
1.67268,1.68553,2.30911,2.49211
1.67345,1.68553,2.31214,2.49685
1.67421,1.68553,2.316,2.50316
1.67498,1.68553,2.31837,2.50677
1.67574,1.68553,2.32162,2.51203
1.67651,1.68553,2.32459,2.5168
1.67728,1.68553,2.32831,2.52301
1.67804,1.68553,2.33104,2.52743
1.67881,1.68553,2.3343,2.53283
1.67957,1.68553,2.33701,2.53726
1.68034,1.68553,2.34022,2.54269
1.68111,1.68553,2.34347,2.54818
1.68187,1.68553,2.34588,2.55214
1.68264,1.68553,2.34925,2.55796
1.68341,1.68553,2.35143,2.56148
1.68417,1.68553,2.35454,2.56685
1.68494,1.68553,2.35706,2.57113
1.6857,1.68553,2.36036,2.57694
1.68647,1.68553,2.36293,2.58134
1.68724,1.68553,2.36537,2.58551
1.688,1.68553,2.36848,2.59107
1.68877,1.68553,2.37161,2.5967
1.68953,1.68553,2.37444,2.60176
1.6903,1.68553,2.37654,2.60534
1.69107,1.68553,2.37909,2.60988
1.69183,1.68553,2.38175,2.61468
1.6926,1.68553,2.38477,2.62026
1.69336,1.68553,2.38777,2.62584
1.69413,1.68553,2.39001,2.62984
1.6949,1.68553,2.39263,2.63468
1.69566,1.68553,2.39581,2.64083
1.69643,1.68553,2.3974,2.64343
1.69719,1.68553,2.40063,2.64969
1.69796,1.68553,2.40313,2.65442
1.69873,1.68553,2.40565,2.65917
1.69949,1.68553,2.40832,2.66429
1.70026,1.68553,2.41093,2.66938
1.70102,1.68553,2.41328,2.67385
1.70179,1.68553,2.41516,2.6773
1.70256,1.68553,2.41786,2.68265
1.70332,1.68553,2.41984,2.68634
1.70409,1.68553,2.4221,2.69074
1.70485,1.68553,2.425,2.69666
1.70562,1.68553,2.4271,2.70073
1.70639,1.68553,2.4295,2.70572
1.70715,1.68553,2.43215,2.71105
1.70792,1.68553,2.43416,2.71491
1.70868,1.68553,2.4367,2.72014
1.70945,1.68553,2.43876,2.72426
1.71022,1.68553,2.44077,2.72826
1.71098,1.68553,2.44367,2.73448
1.71175,1.68553,2.44547,2.73802
1.71252,1.68553,2.44786,2.74304
1.71328,1.68553,2.45007,2.7477
1.71405,1.68553,2.4522,2.75214
1.71481,1.68553,2.45392,2.75558
1.71558,1.68553,2.45607,2.76013
1.71635,1.68553,2.45868,2.76585
1.71711,1.68553,2.46078,2.77034
1.71788,1.68553,2.46244,2.77373
1.71864,1.68553,2.46501,2.77948
1.71941,1.68553,2.46664,2.78284
1.72018,1.68553,2.4685,2.78679
1.72094,1.68553,2.47114,2.79283
1.72171,1.68553,2.47266,2.79595
1.72247,1.68553,2.47475,2.80059
1.72324,1.68553,2.47676,2.80507
1.72401,1.68553,2.47913,2.81051
1.57079,1.68704,1.57078,1.68703
1.57156,1.68704,1.5783,1.69375
1.57233,1.68704,1.5858,1.70049
1.57309,1.68704,1.59324,1.70717
1.57386,1.68704,1.60076,1.71394
1.57463,1.68704,1.60824,1.72065
1.57539,1.68704,1.61573,1.72741
1.57616,1.68704,1.6232,1.73409
1.57692,1.68704,1.63062,1.74084
1.57769,1.68704,1.63811,1.74766
1.57846,1.68704,1.64551,1.75426
1.57922,1.68704,1.65293,1.76095
1.57999,1.68704,1.66035,1.76761
1.58075,1.68704,1.66758,1.77417
1.58152,1.68704,1.67514,1.78101
1.58229,1.68704,1.68251,1.7877
1.58305,1.68704,1.68978,1.7943
1.58382,1.68704,1.69701,1.80091
1.58458,1.68704,1.70442,1.80768
1.58535,1.68704,1.71164,1.81426
1.58612,1.68704,1.71881,1.82081
1.58688,1.68704,1.72622,1.82764
1.58765,1.68704,1.73342,1.83417
1.58841,1.68704,1.74048,1.84073
1.58918,1.68704,1.7476,1.84731
1.58995,1.68704,1.75457,1.85373
1.59071,1.68704,1.76177,1.86044
1.59148,1.68704,1.7689,1.86706
1.59224,1.68704,1.77593,1.87361
1.59301,1.68704,1.78297,1.88021
1.59378,1.68704,1.78963,1.88642
1.59454,1.68704,1.79673,1.89312
1.59531,1.68704,1.80388,1.89987
1.59607,1.68704,1.81084,1.90642
1.59684,1.68704,1.81722,1.91247
1.59761,1.68704,1.82422,1.91917
1.59837,1.68704,1.83121,1.92585
1.59914,1.68704,1.83791,1.93228
