theta_cs, phi_cs, theta_prime, phi_prime
1.68647,1.60099,2.62712,3.24879
1.68724,1.60099,2.62778,3.25073
1.688,1.60099,2.62887,3.25442
1.68877,1.60099,2.62989,3.25786
1.68953,1.60099,2.63142,3.26347
1.6903,1.60099,2.63285,3.26867
1.69107,1.60099,2.63417,3.27343
1.69183,1.60099,2.63506,3.27642
1.6926,1.60099,2.63645,3.28153
1.69336,1.60099,2.63794,3.2871
1.69413,1.60099,2.63823,3.28753
1.6949,1.60099,2.63956,3.29245
1.69566,1.60099,2.64189,3.30176
1.69643,1.60099,2.64237,3.30305
1.69719,1.60099,2.64389,3.30888
1.69796,1.60099,2.64526,3.31413
1.69873,1.60099,2.64647,3.31867
1.69949,1.60099,2.64656,3.31825
1.70026,1.60099,2.64843,3.32576
1.70102,1.60099,2.64962,3.33022
1.70179,1.60099,2.65028,3.33241
1.70256,1.60099,2.65155,3.33731
1.70332,1.60099,2.65294,3.34282
1.70409,1.60099,2.65376,3.3457
1.70485,1.60099,2.65469,3.34915
1.70562,1.60099,2.65645,3.35643
1.70639,1.60099,2.65679,3.35718
1.70715,1.60099,2.65843,3.36395
1.70792,1.60099,2.65887,3.36517
1.70868,1.60099,2.66027,3.37088
1.70945,1.60099,2.66151,3.37585
1.71022,1.60099,2.66273,3.38079
1.71098,1.60099,2.66358,3.38401
1.71175,1.60099,2.66464,3.38819
1.71252,1.60099,2.66564,3.39217
1.71328,1.60099,2.66655,3.39568
1.71405,1.60099,2.66768,3.40032
1.71481,1.60099,2.66831,3.40248
1.71558,1.60099,2.66944,3.40715
1.71635,1.60099,2.67061,3.41199
1.71711,1.60099,2.67123,3.41418
1.71788,1.60099,2.67275,3.42077
1.71864,1.60099,2.6734,3.42319
1.71941,1.60099,2.67438,3.42719
1.72018,1.60099,2.67511,3.43001
1.72094,1.60099,2.67628,3.43498
1.72171,1.60099,2.67682,3.43686
1.72247,1.60099,2.67783,3.44108
1.72324,1.60099,2.67892,3.4457
1.72401,1.60099,2.67998,3.45026
1.57079,1.6025,1.57075,1.60246
1.57156,1.6025,1.59584,1.62678
1.57233,1.6025,1.62139,1.65159
1.57309,1.6025,1.64648,1.67591
1.57386,1.6025,1.67055,1.69951
1.57463,1.6025,1.69544,1.72395
1.57539,1.6025,1.71982,1.74801
1.57616,1.6025,1.7446,1.77264
1.57692,1.6025,1.76804,1.79621
1.57769,1.6025,1.78965,1.81799
1.57846,1.6025,1.81215,1.84095
1.57922,1.6025,1.83533,1.86489
1.57999,1.6025,1.85877,1.88946
1.58075,1.6025,1.87756,1.9092
1.58152,1.6025,1.89827,1.93137
1.58229,1.6025,1.91975,1.95473
1.58305,1.6025,1.94099,1.97814
1.58382,1.6025,1.95768,1.99671
1.58458,1.6025,1.97565,2.01703
1.58535,1.6025,1.99654,2.04118
1.58612,1.6025,2.01114,2.05811
1.58688,1.6025,2.02889,2.0792
1.58765,1.6025,2.04368,2.09691
1.58841,1.6025,2.0641,2.12215
1.58918,1.6025,2.07776,2.13909
1.58995,1.6025,2.09129,2.15613
1.59071,1.6025,2.10756,2.17716
1.59148,1.6025,2.11904,2.192
1.59224,1.6025,2.13207,2.20922
1.59301,1.6025,2.14671,2.22904
1.59378,1.6025,2.16072,2.24834
1.59454,1.6025,2.17347,2.26619
1.59531,1.6025,2.18359,2.28034
1.59607,1.6025,2.1942,2.29552
1.59684,1.6025,2.20468,2.31072
1.59761,1.6025,2.21534,2.32646
1.59837,1.6025,2.22739,2.34467
1.59914,1.6025,2.23831,2.36142
1.59991,1.6025,2.24725,2.37522
1.60067,1.6025,2.2553,2.38773
1.60144,1.6025,2.26456,2.40247
1.6022,1.6025,2.274,2.41772
1.60297,1.6025,2.28361,2.43363
1.60374,1.6025,2.29141,2.44655
1.6045,1.6025,2.2989,2.45903
1.60527,1.6025,2.30455,2.46842
1.60603,1.6025,2.31443,2.48567
1.6068,1.6025,2.31988,2.49498
1.60757,1.6025,2.32874,2.51083
1.60833,1.6025,2.33342,2.51893
1.6091,1.6025,2.34006,2.53092
1.60986,1.6025,2.34876,2.5471
1.61063,1.6025,2.35299,2.55467
1.6114,1.6025,2.36,2.56788
1.61216,1.6025,2.36522,2.57765
1.61293,1.6025,2.37211,2.59095
1.61369,1.6025,2.37689,2.60007
1.61446,1.6025,2.38423,2.61469
1.61523,1.6025,2.38793,2.62176
1.61599,1.6025,2.39429,2.6346
1.61676,1.6025,2.3978,2.64143
1.61752,1.6025,2.40308,2.6522
1.61829,1.6025,2.40801,2.66234
1.61906,1.6025,2.41446,2.676
1.61982,1.6025,2.41715,2.68132
1.62059,1.6025,2.42186,2.6913
1.62135,1.6025,2.42818,2.7051
1.62212,1.6025,2.43052,2.70981
1.62289,1.6025,2.43663,2.72342
1.62365,1.6025,2.441,2.73302
1.62442,1.6025,2.44257,2.73608
1.62518,1.6025,2.44683,2.74561
1.62595,1.6025,2.45071,2.75431
1.62672,1.6025,2.45427,2.76229
1.62748,1.6025,2.45929,2.77405
1.62825,1.6025,2.46194,2.77992
1.62902,1.6025,2.46574,2.78881
1.62978,1.6025,2.46904,2.79647
1.63055,1.6025,2.47345,2.80708
1.63131,1.6025,2.47519,2.81078
1.63208,1.6025,2.47893,2.81982
1.63285,1.6025,2.48182,2.82669
1.63361,1.6025,2.48508,2.8346
1.63438,1.6025,2.48739,2.84002
1.63514,1.6025,2.491,2.849
1.63591,1.6025,2.49445,2.85765
1.63668,1.6025,2.49726,2.86458
1.63744,1.6025,2.49998,2.87135
1.63821,1.6025,2.50282,2.87848
1.63897,1.6025,2.50564,2.88565
1.63974,1.6025,2.50999,2.89726
1.64051,1.6025,2.51212,2.90255
1.64127,1.6025,2.515,2.91009
1.64204,1.6025,2.51622,2.91287
1.6428,1.6025,2.52024,2.92386
1.64357,1.6025,2.52244,2.92957
1.64434,1.6025,2.52438,2.93453
1.6451,1.6025,2.52784,2.94409
1.64587,1.6025,2.52997,2.94976
1.64663,1.6025,2.53112,2.95246
1.6474,1.6025,2.53315,2.95782
1.64817,1.6025,2.53545,2.96409
1.64893,1.6025,2.53821,2.9718
1.6497,1.6025,2.5413,2.98065
1.65046,1.6025,2.54265,2.98407
1.65123,1.6025,2.54451,2.98912
1.652,1.6025,2.54785,2.99897
1.65276,1.6025,2.54984,3.00454
1.65353,1.6025,2.55103,3.00755
1.65429,1.6025,2.55241,3.01121
1.65506,1.6025,2.55623,3.0229
1.65583,1.6025,2.55779,3.02718
1.65659,1.6025,2.55956,3.03222
1.65736,1.6025,2.56084,3.03564
1.65813,1.6025,2.56354,3.04386
1.65889,1.6025,2.56557,3.04989
1.65966,1.6025,2.56735,3.05508
1.66042,1.6025,2.56854,3.05831
1.66119,1.6025,2.57104,3.06605
1.66196,1.6025,2.57235,3.06977
1.66272,1.6025,2.57415,3.07515
1.66349,1.6025,2.57657,3.08276
1.66425,1.6025,2.57824,3.08781
1.66502,1.6025,2.57988,3.09277
1.66579,1.6025,2.58085,3.0954
1.66655,1.6025,2.58282,3.10157
1.66732,1.6025,2.58456,3.10697
1.66808,1.6025,2.5858,3.11061
1.66885,1.6025,2.58748,3.11587
1.66962,1.6025,2.5888,3.11983
1.67038,1.6025,2.59081,3.12636
1.67115,1.6025,2.59216,3.13051
1.67191,1.6025,2.59382,3.1358
1.67268,1.6025,2.5957,3.14195
1.67345,1.6025,2.59712,3.14639
1.67421,1.6025,2.59824,3.14978
1.67498,1.6025,2.60067,3.15811
1.67574,1.6025,2.60172,3.16127
1.67651,1.6025,2.60321,3.1661
1.67728,1.6025,2.60538,3.17361
1.67804,1.6025,2.60586,3.17463
1.67881,1.6025,2.6073,3.17937
1.67957,1.6025,2.60905,3.18536
1.68034,1.6025,2.61039,3.18972
1.68111,1.6025,2.61173,3.19416
1.68187,1.6025,2.61401,3.20238
1.68264,1.6025,2.6151,3.20585
1.68341,1.6025,2.61588,3.20812
1.68417,1.6025,2.61792,3.21547
1.68494,1.6025,2.61874,3.21793
1.6857,1.6025,2.62032,3.22346
1.68647,1.6025,2.6215,3.22743
1.68724,1.6025,2.62234,3.23005
1.688,1.6025,2.62444,3.23777
1.68877,1.6025,2.62528,3.24043
1.68953,1.6025,2.62683,3.24598
1.6903,1.6025,2.62767,3.24868
1.69107,1.6025,2.6289,3.25295
1.69183,1.6025,2.63087,3.26039
1.6926,1.6025,2.63201,3.26436
1.69336,1.6025,2.63343,3.26952
1.69413,1.6025,2.63482,3.27463
1.6949,1.6025,2.63498,3.27449
1.69566,1.6025,2.6369,3.28184
1.69643,1.6025,2.6376,3.28406
1.69719,1.6025,2.63891,3.28887
1.69796,1.6025,2.64062,3.29547
1.69873,1.6025,2.64152,3.29853
1.69949,1.6025,2.64278,3.30324
1.70026,1.6025,2.64347,3.30545
1.70102,1.6025,2.64515,3.31202
1.70179,1.6025,2.64576,3.31393
1.70256,1.6025,2.6475,3.32082
1.70332,1.6025,2.64792,3.32186
1.70409,1.6025,2.64936,3.32749
1.70485,1.6025,2.6505,3.33182
1.70562,1.6025,2.65179,3.33679
1.70639,1.6025,2.65306,3.34173
1.70715,1.6025,2.65369,3.34381
1.70792,1.6025,2.65482,3.34817
1.70868,1.6025,2.65619,3.35363
1.70945,1.6025,2.65742,3.35844
1.71022,1.6025,2.65828,3.36162
1.71098,1.6025,2.65959,3.36688
1.71175,1.6025,2.66026,3.36922
1.71252,1.6025,2.66118,3.37271
1.71328,1.6025,2.66221,3.37674
1.71405,1.6025,2.66367,3.38282
1.71481,1.6025,2.66446,3.38576
1.71558,1.6025,2.66518,3.38835
1.71635,1.6025,2.66677,3.39514
1.71711,1.6025,2.66723,3.3965
1.71788,1.6025,2.66836,3.40113
1.71864,1.6025,2.66954,3.40597
1.71941,1.6025,2.6708,3.4113
1.72018,1.6025,2.67149,3.41387
1.72094,1.6025,2.67236,3.41727
1.72171,1.6025,2.67325,3.42082
1.72247,1.6025,2.67475,3.42745
1.72324,1.6025,2.67558,3.43067
1.72401,1.6025,2.67658,3.43485
1.57079,1.60401,1.57075,1.60397
1.57156,1.60401,1.59496,1.62741
1.57233,1.60401,1.61903,1.65073
1.57309,1.60401,1.64292,1.67396
1.57386,1.60401,1.66699,1.69729
1.57463,1.60401,1.69026,1.72024
1.57539,1.60401,1.71324,1.74279
1.57616,1.60401,1.73552,1.76486
1.57692,1.60401,1.75944,1.78875
1.57769,1.60401,1.78199,1.81145
1.57846,1.60401,1.80356,1.83338
1.57922,1.60401,1.82432,1.85463
1.57999,1.60401,1.84642,1.87755
1.58075,1.60401,1.86669,1.89882
1.58152,1.60401,1.88587,1.91912
1.58229,1.60401,1.90518,1.93984
1.58305,1.60401,1.92661,1.96321
1.58382,1.60401,1.94587,1.98454
1.58458,1.60401,1.96427,2.00516
1.58535,1.60401,1.98107,2.0242
1.58612,1.60401,1.99639,2.04174
1.58688,1.60401,2.0151,2.0637
1.58765,1.60401,2.03012,2.08147
1.58841,1.60401,2.04762,2.10268
1.58918,1.60401,2.06068,2.11848
1.58995,1.60401,2.07539,2.13679
1.59071,1.60401,2.08986,2.15504
1.59148,1.60401,2.10595,2.17574
1.59224,1.60401,2.11791,2.19119
1.59301,1.60401,2.13236,2.21038
1.59378,1.60401,2.14425,2.22629
1.59454,1.60401,2.15724,2.24408
1.59531,1.60401,2.16624,2.25632
1.59607,1.60401,2.17885,2.27416
1.59684,1.60401,2.19066,2.29092
1.59761,1.60401,2.1995,2.30353
1.59837,1.60401,2.20934,2.31788
1.59914,1.60401,2.22146,2.33605
1.59991,1.60401,2.23182,2.35173
1.60067,1.60401,2.24106,2.36585
1.60144,1.60401,2.24831,2.37692
1.6022,1.60401,2.25807,2.39232
1.60297,1.60401,2.26552,2.40407
1.60374,1.60401,2.2758,2.42079
1.6045,1.60401,2.28499,2.43598
1.60527,1.60401,2.29088,2.44552
1.60603,1.60401,2.29815,2.45767
1.6068,1.60401,2.30606,2.47112
1.60757,1.60401,2.3137,2.48435
1.60833,1.60401,2.32009,2.49537
1.6091,1.60401,2.32619,2.50597
1.60986,1.60401,2.33382,2.51969
1.61063,1.60401,2.34165,2.534
1.6114,1.60401,2.34712,2.54385
1.61216,1.60401,2.35244,2.55354
1.61293,1.60401,2.35883,2.56551
1.61369,1.60401,2.36466,2.5765
1.61446,1.60401,2.37114,2.58894
1.61523,1.60401,2.37511,2.59635
1.61599,1.60401,2.38094,2.60774
1.61676,1.60401,2.38557,2.61672
1.61752,1.60401,2.39174,2.6291
1.61829,1.60401,2.39592,2.63733
1.61906,1.60401,2.40246,2.65086
1.61982,1.60401,2.40727,2.66071
1.62059,1.60401,2.41002,2.66602
1.62135,1.60401,2.41444,2.67516
1.62212,1.60401,2.41941,2.68566
1.62289,1.60401,2.42351,2.69427
1.62365,1.60401,2.42814,2.70422
1.62442,1.60401,2.43341,2.7158
1.62518,1.60401,2.43689,2.72324
1.62595,1.60401,2.44124,2.73286
1.62672,1.60401,2.44489,2.74091
1.62748,1.60401,2.44881,2.74966
1.62825,1.60401,2.45276,2.75859
1.62902,1.60401,2.45498,2.76327
1.62978,1.60401,2.46089,2.77739
1.63055,1.60401,2.46322,2.78235
1.63131,1.60401,2.46694,2.79107
1.63208,1.60401,2.47011,2.7984
1.63285,1.60401,2.4724,2.80353
1.63361,1.60401,2.4767,2.81396
1.63438,1.60401,2.47961,2.82083
1.63514,1.60401,2.48257,2.82788
1.63591,1.60401,2.4854,2.83466
1.63668,1.60401,2.48875,2.84288
1.63744,1.60401,2.49083,2.84773
1.63821,1.60401,2.49443,2.8568
1.63897,1.60401,2.49836,2.86682
1.63974,1.60401,2.50091,2.87313
1.64051,1.60401,2.50258,2.87704
1.64127,1.60401,2.50579,2.88528
1.64204,1.60401,2.50852,2.89225
1.6428,1.60401,2.51206,2.90162
1.64357,1.60401,2.51342,2.90473
1.64434,1.60401,2.51574,2.91068
1.6451,1.60401,2.51806,2.91665
1.64587,1.60401,2.52177,2.92676
1.64663,1.60401,2.52358,2.93134
1.6474,1.60401,2.52579,2.93716
1.64817,1.60401,2.52801,2.94307
1.64893,1.60401,2.53111,2.95217
1.6497,1.60401,2.53274,2.95694
1.65046,1.60401,2.53519,2.96249
1.65123,1.60401,2.5383,2.9713
1.652,1.60401,2.53986,2.97535
1.65276,1.60401,2.5429,2.9841
1.65353,1.60401,2.54497,2.98981
1.65429,1.60401,2.54596,2.99213
1.65506,1.60401,2.54828,2.99872
1.65583,1.60401,2.55094,3.00649
1.65659,1.60401,2.55199,3.00904
1.65736,1.60401,2.55511,3.01838
1.65813,1.60401,2.55702,3.02385
1.65889,1.60401,2.55875,3.02872
1.65966,1.60401,2.55991,3.03176
1.66042,1.60401,2.56258,3.03987
1.66119,1.60401,2.56332,3.04151
1.66196,1.60401,2.5657,3.04871
1.66272,1.60401,2.56838,3.05702
1.66349,1.60401,2.57025,3.06255
1.66425,1.60401,2.57159,3.06635
1.66502,1.60401,2.57283,3.06982
1.66579,1.60401,2.57566,3.07878
1.66655,1.60401,2.57724,3.08354
1.66732,1.60401,2.57952,3.0907
1.66808,1.60401,2.58074,3.09419
1.66885,1.60401,2.58228,3.09888
1.66962,1.60401,2.5833,3.1017
1.67038,1.60401,2.58528,3.10799
1.67115,1.60401,2.58656,3.11176
1.67191,1.60401,2.58848,3.11792
1.67268,1.60401,2.58976,3.12174
1.67345,1.60401,2.59181,3.12842
1.67421,1.60401,2.59299,3.13195
1.67498,1.60401,2.59438,3.13627
1.67574,1.60401,2.59705,3.1453
1.67651,1.60401,2.59831,3.14927
1.67728,1.60401,2.5991,3.15142
1.67804,1.60401,2.60033,3.15527
1.67881,1.60401,2.6025,3.16264
1.67957,1.60401,2.6037,3.16641
1.68034,1.60401,2.60521,3.17138
1.68111,1.60401,2.60648,3.17544
1.68187,1.60401,2.60875,3.18338
1.68264,1.60401,2.60888,3.1831
1.68341,1.60401,2.61106,3.19077
1.68417,1.60401,2.61198,3.19354
1.68494,1.60401,2.61333,3.19804
1.6857,1.60401,2.61549,3.20579
1.68647,1.60401,2.61643,3.20873
1.68724,1.60401,2.61778,3.21331
1.688,1.60401,2.61877,3.21645
1.68877,1.60401,2.62055,3.22282
1.68953,1.60401,2.62185,3.22726
1.6903,1.60401,2.62314,3.23167
1.69107,1.60401,2.62478,3.23759
1.69183,1.60401,2.62567,3.24043
1.6926,1.60401,2.62723,3.24605
1.69336,1.60401,2.62801,3.24846
1.69413,1.60401,2.63007,3.2562
1.6949,1.60401,2.63072,3.25815
1.69566,1.60401,2.63179,3.26184
1.69643,1.60401,2.63276,3.26508
1.69719,1.60401,2.63453,3.27177
1.69796,1.60401,2.63528,3.27415
1.69873,1.60401,2.63659,3.27895
1.69949,1.60401,2.63801,3.28419
1.70026,1.60401,2.63934,3.28914
1.70102,1.60401,2.64056,3.2936
1.70179,1.60401,2.64212,3.29956
1.70256,1.60401,2.6431,3.30302
1.70332,1.60401,2.64452,3.30842
1.70409,1.60401,2.64498,3.30967
1.70485,1.60401,2.64618,3.31416
1.70562,1.60401,2.64789,3.32096
1.70639,1.60401,2.64836,3.32222
1.70715,1.60401,2.6495,3.32651
1.70792,1.60401,2.65108,3.33277
1.70868,1.60401,2.65221,3.3371
1.70945,1.60401,2.65349,3.34211
1.71022,1.60401,2.65418,3.34443
1.71098,1.60401,2.65558,3.35005
1.71175,1.60401,2.65622,3.35213
1.71252,1.60401,2.65764,3.35786
1.71328,1.60401,2.65833,3.36028
1.71405,1.60401,2.6599,3.36672
1.71481,1.60401,2.66059,3.36916
1.71558,1.60401,2.66196,3.37473
1.71635,1.60401,2.66247,3.37634
1.71711,1.60401,2.66399,3.38273
1.71788,1.60401,2.66436,3.38363
1.71864,1.60401,2.66595,3.39039
1.71941,1.60401,2.66637,3.39157
1.72018,1.60401,2.66753,3.39634
1.72094,1.60401,2.66875,3.40137
1.72171,1.60401,2.67012,3.40719
1.72247,1.60401,2.67077,3.40956
1.72324,1.60401,2.67211,3.41528
1.72401,1.60401,2.67271,3.41735
1.57079,1.60552,1.57076,1.60548
1.57156,1.60552,1.5938,1.62775
1.57233,1.60552,1.61716,1.65041
1.57309,1.60552,1.63995,1.67246
1.57386,1.60552,1.66283,1.6948
1.57463,1.60552,1.68551,1.71693
1.57539,1.60552,1.70727,1.73825
1.57616,1.60552,1.73009,1.76078
1.57692,1.60552,1.7512,1.78177
1.57769,1.60552,1.77294,1.80354
1.57846,1.60552,1.79534,1.82625
1.57922,1.60552,1.81573,1.84699
1.57999,1.60552,1.83566,1.86751
1.58075,1.60552,1.85544,1.88808
1.58152,1.60552,1.87465,1.90827
1.58229,1.60552,1.89542,1.93045
1.58305,1.60552,1.91371,1.95017
1.58382,1.60552,1.93284,1.97107
1.58458,1.60552,1.94921,1.98921
1.58535,1.60552,1.96529,2.00708
1.58612,1.60552,1.98473,2.02927
1.58688,1.60552,1.99886,2.04548
1.58765,1.60552,2.01553,2.06498
1.58841,1.60552,2.03022,2.08233
1.58918,1.60552,2.045,2.10008
1.58995,1.60552,2.05908,2.11718
1.59071,1.60552,2.07397,2.13563
1.59148,1.60552,2.09038,2.15641
1.59224,1.60552,2.10159,2.17058
1.59301,1.60552,2.11422,2.1869
1.59378,1.60552,2.12898,2.20643
1.59454,1.60552,2.13915,2.21983
1.59531,1.60552,2.15347,2.23939
1.59607,1.60552,2.16247,2.25156
1.59684,1.60552,2.17478,2.26877
1.59761,1.60552,2.18673,2.28576
1.59837,1.60552,2.19777,2.30162
1.59914,1.60552,2.20637,2.31403
1.59991,1.60552,2.21695,2.32972
1.60067,1.60552,2.22669,2.34428
1.60144,1.60552,2.23571,2.35794
1.6022,1.60552,2.24563,2.37329
1.60297,1.60552,2.25193,2.38287
1.60374,1.60552,2.26157,2.39815
1.6045,1.60552,2.26859,2.40924
1.60527,1.60552,2.27907,2.42646
1.60603,1.60552,2.28555,2.43695
1.6068,1.60552,2.29229,2.44808
1.60757,1.60552,2.29931,2.45974
1.60833,1.60552,2.30765,2.47404
1.6091,1.60552,2.31435,2.48547
1.60986,1.60552,2.32066,2.4964
1.61063,1.60552,2.328,2.50939
1.6114,1.60552,2.33349,2.51904
1.61216,1.60552,2.34029,2.53131
1.61293,1.60552,2.34553,2.54072
1.61369,1.60552,2.35155,2.55178
1.61446,1.60552,2.359,2.56582
1.61523,1.60552,2.36447,2.5761
1.61599,1.60552,2.36993,2.58642
1.61676,1.60552,2.37518,2.59651
1.61752,1.60552,2.38065,2.60714
1.61829,1.60552,2.38421,2.61382
1.61906,1.60552,2.38954,2.62438
1.61982,1.60552,2.39573,2.63691
1.62059,1.60552,2.39971,2.64479
1.62135,1.60552,2.40499,2.65577
1.62212,1.60552,2.41007,2.66636
1.62289,1.60552,2.41318,2.67232
1.62365,1.60552,2.41885,2.68439
1.62442,1.60552,2.42147,2.68957
1.62518,1.60552,2.42689,2.70132
1.62595,1.60552,2.42906,2.70558
1.62672,1.60552,2.43421,2.71687
1.62748,1.60552,2.43802,2.72514
1.62825,1.60552,2.44174,2.73327
1.62902,1.60552,2.44573,2.74212
1.62978,1.60552,2.45019,2.75223
1.63055,1.60552,2.45397,2.76078
1.63131,1.60552,2.45713,2.76784
1.63208,1.60552,2.45945,2.77284
1.63285,1.60552,2.46332,2.78183
1.63361,1.60552,2.46801,2.79296
1.63438,1.60552,2.46947,2.79596
1.63514,1.60552,2.4729,2.80404
1.63591,1.60552,2.47724,2.81461
1.63668,1.60552,2.47885,2.81802
1.63744,1.60552,2.48338,2.82926
1.63821,1.60552,2.48536,2.83377
1.63897,1.60552,2.48862,2.84175
1.63974,1.60552,2.49201,2.85016
1.64051,1.60552,2.49523,2.85818
1.64127,1.60552,2.49697,2.8622
1.64204,1.60552,2.50072,2.8718
1.6428,1.60552,2.50276,2.87674
1.64357,1.60552,2.50572,2.88432
1.64434,1.60552,2.50748,2.88849
1.6451,1.60552,2.51148,2.89915
1.64587,1.60552,2.51283,2.90224
1.64663,1.60552,2.51631,2.91154
1.6474,1.60552,2.51913,2.91902
1.64817,1.60552,2.52098,2.92365
1.64893,1.60552,2.52366,2.93081
1.6497,1.60552,2.5255,2.93547
1.65046,1.60552,2.52828,2.94304
1.65123,1.60552,2.53041,2.9487
1.652,1.60552,2.53253,2.95437
1.65276,1.60552,2.53538,2.96234
1.65353,1.60552,2.53776,2.96893
1.65429,1.60552,2.53893,2.97168
1.65506,1.60552,2.54234,2.98152
1.65583,1.60552,2.5434,2.98406
1.65659,1.60552,2.54608,2.99175
1.65736,1.60552,2.54797,2.99697
1.65813,1.60552,2.55016,3.00315
1.65889,1.60552,2.55171,3.00735
1.65966,1.60552,2.55427,3.01489
1.66042,1.60552,2.55635,3.02088
1.66119,1.60552,2.55842,3.02685
1.66196,1.60552,2.55936,3.02916
1.66272,1.60552,2.56126,3.03467
1.66349,1.60552,2.56359,3.04165
1.66425,1.60552,2.56469,3.04452
1.66502,1.60552,2.56674,3.05063
1.66579,1.60552,2.56939,3.05881
1.66655,1.60552,2.57105,3.06373
1.66732,1.60552,2.57261,3.06827
1.66808,1.60552,2.57449,3.07396
1.66885,1.60552,2.57573,3.07748
1.66962,1.60552,2.57739,3.08244
1.67038,1.60552,2.57944,3.08883
1.67115,1.60552,2.5805,3.09176
1.67191,1.60552,2.58259,3.09834
1.67268,1.60552,2.58426,3.10354
1.67345,1.60552,2.58552,3.10723
1.67421,1.60552,2.58771,3.11429
1.67498,1.60552,2.5897,3.12075
1.67574,1.60552,2.59123,3.12548
1.67651,1.60552,2.59284,3.13059
1.67728,1.60552,2.59427,3.13504
1.67804,1.60552,2.5958,3.13993
1.67881,1.60552,2.59639,3.14133
1.67957,1.60552,2.59863,3.14888
1.68034,1.60552,2.59967,3.15199
1.68111,1.60552,2.60197,3.15985
1.68187,1.60552,2.6029,3.16257
1.68264,1.60552,2.60412,3.16642
1.68341,1.60552,2.60554,3.17102
1.68417,1.60552,2.60795,3.1795
1.68494,1.60552,2.60858,3.18111
1.6857,1.60552,2.60986,3.1853
1.68647,1.60552,2.61124,3.18987
1.68724,1.60552,2.61308,3.19626
1.688,1.60552,2.61485,3.20244
1.68877,1.60552,2.61566,3.20485
1.68953,1.60552,2.61661,3.20783
1.6903,1.60552,2.61794,3.21232
1.69107,1.60552,2.62014,3.22036
1.69183,1.60552,2.62118,3.22373
1.6926,1.60552,2.62204,3.22642
1.69336,1.60552,2.62407,3.23388
1.69413,1.60552,2.62533,3.23826
1.6949,1.60552,2.62663,3.24283
1.69566,1.60552,2.62751,3.24562
1.69643,1.60552,2.62854,3.24908
1.69719,1.60552,2.62947,3.25213
1.69796,1.60552,2.63108,3.25804
1.69873,1.60552,2.63232,3.26245
1.69949,1.60552,2.63371,3.2675
1.70026,1.60552,2.63473,3.27103
1.70102,1.60552,2.63563,3.27404
1.70179,1.60552,2.63706,3.27934
1.70256,1.60552,2.6385,3.28471
1.70332,1.60552,2.64008,3.29071
1.70409,1.60552,2.64084,3.2932
1.70485,1.60552,2.64228,3.29866
1.70562,1.60552,2.64332,3.3024
1.70639,1.60552,2.6443,3.30587
1.70715,1.60552,2.64543,3.31005
1.70792,1.60552,2.64724,3.31721
1.70868,1.60552,2.64761,3.31807
1.70945,1.60552,2.64861,3.32172
1.71022,1.60552,2.65004,3.32732
1.71098,1.60552,2.65164,3.33372
1.71175,1.60552,2.65236,3.33619
1.71252,1.60552,2.65304,3.33844
1.71328,1.60552,2.65482,3.34575
1.71405,1.60552,2.65567,3.34881
1.71481,1.60552,2.65636,3.35116
1.71558,1.60552,2.65812,3.35849
1.71635,1.60552,2.6587,3.36038
1.71711,1.60552,2.66003,3.3657
1.71788,1.60552,2.66124,3.37058
1.71864,1.60552,2.66212,3.3739
1.71941,1.60552,2.66308,3.37763
1.72018,1.60552,2.66409,3.38156
1.72094,1.60552,2.66492,3.38466
1.72171,1.60552,2.66645,3.39113
1.72247,1.60552,2.66716,3.39376
1.72324,1.60552,2.66806,3.39727
1.72401,1.60552,2.66924,3.40214
1.57079,1.60703,1.57076,1.60699
1.57156,1.60703,1.59284,1.62833
1.57233,1.60703,1.61498,1.6497
1.57309,1.60703,1.63734,1.67137
1.57386,1.60703,1.65863,1.69203
1.57463,1.60703,1.68033,1.71317
1.57539,1.60703,1.70172,1.73411
1.57616,1.60703,1.72369,1.75576
1.57692,1.60703,1.74425,1.77609
1.57769,1.60703,1.76512,1.79691
1.57846,1.60703,1.78616,1.81807
1.57922,1.60703,1.80551,1.83768
1.57999,1.60703,1.82523,1.85786
1.58075,1.60703,1.84446,1.87771
1.58152,1.60703,1.86386,1.89798
1.58229,1.60703,1.88273,1.91791
1.58305,1.60703,1.90027,1.9366
1.58382,1.60703,1.92003,1.95806
1.58458,1.60703,1.93671,1.97625
1.58535,1.60703,1.95468,1.99619
1.58612,1.60703,1.97121,2.0148
1.58688,1.60703,1.98495,2.03029
1.58765,1.60703,2.00334,2.05166
1.58841,1.60703,2.01638,2.06676
1.58918,1.60703,2.03215,2.08548
1.58995,1.60703,2.04624,2.10238
1.59071,1.60703,2.06002,2.11915
1.59148,1.60703,2.07595,2.13896
1.59224,1.60703,2.08889,2.1552
1.59301,1.60703,2.10194,2.17182
1.59378,1.60703,2.11296,2.18592
1.59454,1.60703,2.12621,2.20334
1.59531,1.60703,2.13909,2.22049
1.59607,1.60703,2.14795,2.23227
1.59684,1.60703,2.15845,2.24652
1.59761,1.60703,2.17114,2.26418
1.59837,1.60703,2.18165,2.27894
1.59914,1.60703,2.1918,2.29336
1.59991,1.60703,2.20324,2.31001
1.60067,1.60703,2.21041,2.32026
1.60144,1.60703,2.22052,2.33529
1.6022,1.60703,2.22861,2.34731
1.60297,1.60703,2.23668,2.35947
1.60374,1.60703,2.24657,2.3748
1.6045,1.60703,2.25494,2.38784
1.60527,1.60703,2.26416,2.40252
